Entity,Code,Year,"Crops - Cocoa, beans - 661 - Production - 5510 - tonnes"
Venezuela,VEN,1978,16610
Venezuela,VEN,1979,17590
Venezuela,VEN,1980,14953
Venezuela,VEN,1981,14840
Venezuela,VEN,1982,13257
Venezuela,VEN,1983,13960
Venezuela,VEN,1984,10584
Venezuela,VEN,1985,10938
Venezuela,VEN,1986,11955
Venezuela,VEN,1987,12614
Venezuela,VEN,1988,13636
Venezuela,VEN,1989,13978
Venezuela,VEN,1990,15527
Venezuela,VEN,1991,16661
Venezuela,VEN,1992,17100
Venezuela,VEN,1993,16080
Venezuela,VEN,1994,16661
Venezuela,VEN,1995,16978
Venezuela,VEN,1996,17124
Venezuela,VEN,1997,18529
Venezuela,VEN,1998,17965
Venezuela,VEN,1999,13918
Venezuela,VEN,2000,16126
Venezuela,VEN,2001,15834
Venezuela,VEN,2002,16164
Venezuela,VEN,2003,15376
Venezuela,VEN,2004,17515
Venezuela,VEN,2005,16946
Venezuela,VEN,2006,17151
Venezuela,VEN,2007,18911
Venezuela,VEN,2008,20457
Venezuela,VEN,2009,20920
Venezuela,VEN,2010,20955
Venezuela,VEN,2011,22856
Venezuela,VEN,2012,31993
Venezuela,VEN,2013,29740
Venezuela,VEN,2014,22854
Venezuela,VEN,2015,24156
Venezuela,VEN,2016,23254
Venezuela,VEN,2017,23482
Venezuela,VEN,2018,25137
Western Africa,,1961,713760
Western Africa,,1962,738910
Western Africa,,1963,785840
Western Africa,,1964,1042087
Western Africa,,1965,742652
Western Africa,,1966,822320
Western Africa,,1967,833777
Western Africa,,1968,692606
Western Africa,,1969,847108
Western Africa,,1970,926557
Western Africa,,1971,990826
Western Africa,,1972,873057
Western Africa,,1973,795378
Western Africa,,1974,866335
Western Africa,,1975,874689
Western Africa,,1976,766433
Western Africa,,1977,802204
Western Africa,,1978,771324
Western Africa,,1979,861416
Western Africa,,1980,879928
Western Africa,,1981,916005
Western Africa,,1982,756445
Western Africa,,1983,758021
Western Africa,,1984,929107
Western Africa,,1985,951467
Western Africa,,1986,1025585
Western Africa,,1987,1042928
Western Africa,,1988,1369342
Western Africa,,1989,1372819
Western Africa,,1990,1379485
Western Africa,,1991,1305230
Western Africa,,1992,1430971
Western Africa,,1993,1381329
Western Africa,,1994,1441839
Western Africa,,1995,1748100
Western Africa,,1996,1991700
Western Africa,,1997,1785300
Western Africa,,1998,2018379
Western Africa,,1999,1847345
Western Africa,,2000,2200801
Western Africa,,2001,1966119
Western Africa,,2002,1990370
Western Africa,,2003,2263246
Western Africa,,2004,2603813
Western Africa,,2005,2552299
Western Africa,,2006,2729371
Western Africa,,2007,2311262
Western Africa,,2008,2569858
Western Africa,,2009,2431578
Western Africa,,2010,2475744
Western Africa,,2011,2814075
Western Africa,,2012,2820770
Western Africa,,2013,2695981
Western Africa,,2014,2901978
Western Africa,,2015,3025719
Western Africa,,2016,2892583
Western Africa,,2017,3376335
Western Africa,,2018,3364818
World,OWID_WRL,1961,1186364
World,OWID_WRL,1962,1213539
World,OWID_WRL,1963,1280516
World,OWID_WRL,1964,1544612
World,OWID_WRL,1965,1229189
World,OWID_WRL,1966,1344411
World,OWID_WRL,1967,1390556
World,OWID_WRL,1968,1246628
World,OWID_WRL,1969,1418917
World,OWID_WRL,1970,1543448
World,OWID_WRL,1971,1638900
World,OWID_WRL,1972,1510770
World,OWID_WRL,1973,1402108
World,OWID_WRL,1974,1556484
World,OWID_WRL,1975,1561669
World,OWID_WRL,1976,1366556
World,OWID_WRL,1977,1452549
World,OWID_WRL,1978,1495418
World,OWID_WRL,1979,1659914
World,OWID_WRL,1980,1670684
World,OWID_WRL,1981,1735292
World,OWID_WRL,1982,1615358
World,OWID_WRL,1983,1604673
World,OWID_WRL,1984,1810611
World,OWID_WRL,1985,2014015
World,OWID_WRL,1986,2118410
World,OWID_WRL,1987,2055935
World,OWID_WRL,1988,2563339
World,OWID_WRL,1989,2641015
World,OWID_WRL,1990,2532151
World,OWID_WRL,1991,2521947
World,OWID_WRL,1992,2677032
World,OWID_WRL,1993,2672285
World,OWID_WRL,1994,2671270
World,OWID_WRL,1995,2985766
World,OWID_WRL,1996,3237672
World,OWID_WRL,1997,3017084
World,OWID_WRL,1998,3302841
World,OWID_WRL,1999,2975445
World,OWID_WRL,2000,3338448
World,OWID_WRL,2001,3222554
World,OWID_WRL,2002,3298204
World,OWID_WRL,2003,3705196
World,OWID_WRL,2004,4069809
World,OWID_WRL,2005,4044042
World,OWID_WRL,2006,4299998
World,OWID_WRL,2007,3899064
World,OWID_WRL,2008,4266013
World,OWID_WRL,2009,4211424
World,OWID_WRL,2010,4329437
World,OWID_WRL,2011,4614870
World,OWID_WRL,2012,4613415
World,OWID_WRL,2013,4484827
World,OWID_WRL,2014,4757222
World,OWID_WRL,2015,4807505
World,OWID_WRL,2016,4714038
World,OWID_WRL,2017,5277863
World,OWID_WRL,2018,5252377
